Day,Month,Hour,League_Rank,Total_teams,Games_played,Points,Max_points,Min_points,Won,Draw,Lost,Goals_Scored,Goals_Rec,Win_Perc,Draw_Perc,Status,Weekday_Fri,Weekday_Mon,Weekday_Sat,Weekday_Sun,Weekday_Tue,Weekday_Wed,Goals
22,12,15,15,20,18,18,41,13,4,6,8,17,24,30,37,0,0,0,1,0,0,0,2
21,12,20,10,20,18,26,41,12,6,8,4,20,14,37,55,0,1,0,0,0,0,0,1
4,12,20,2,20,16,34,35,9,10,4,2,30,15,59,22,0,0,0,0,0,1,0,1
21,12,20,14,20,18,19,41,12,5,4,9,16,28,30,18,0,1,0,0,0,0,0,1
15,12,15,4,20,17,31,38,12,9,4,4,26,14,64,19,0,0,0,1,0,0,0,0
4,12,20,16,20,16,17,35,9,5,2,9,14,25,22,29,0,0,0,0,0,1,0,0
2,12,13,6,12,12,15,34,2,4,3,5,13,21,8,51,0,0,0,0,1,0,0,0
12,5,20,7,20,38,55,93,26,15,10,13,47,50,25,11,0,0,0,1,0,0,0,0
19,5,20,1,20,38,93,93,26,29,6,3,108,29,96,14,0,0,0,1,0,0,0,0
6,5,19,8,20,38,54,93,26,15,9,14,53,52,39,39,0,0,0,0,1,0,0,1
11,5,18,4,20,38,77,93,26,22,11,5,80,47,46,19,0,1,0,0,0,0,0,3
11,5,18,15,20,38,42,88,23,11,9,18,47,60,49,30,0,1,0,0,0,0,0,2
6,5,15,2,20,38,80,93,26,24,8,6,85,45,68,18,0,0,0,0,1,0,0,2
4,5,18,3,20,38,68,88,23,20,8,10,62,43,37,25,0,1,0,0,0,0,0,1
4,5,18,4,20,38,66,88,23,19,9,10,53,34,49,37,0,1,0,0,0,0,0,1
6,5,13,6,20,38,55,93,26,16,7,15,53,48,26,13,0,0,0,0,1,0,0,3
4,5,18,6,20,38,63,88,23,17,12,9,54,36,30,13,0,1,0,0,0,0,0,3
27,7,19,10,20,1,1,3,0,0,1,0,0,0,61,17,0,1,0,0,0,0,0,0
18,8,16,2,20,1,3,3,0,1,0,0,3,0,96,14,0,0,0,1,0,0,0,3
17,8,19,20,20,3,0,9,0,0,0,3,1,10,30,15,0,1,0,0,0,0,0,1
12,8,20,13,20,0,0,3,0,0,0,0,0,0,14,55,0,0,0,0,1,0,0,0
26,8,16,8,20,2,4,9,0,1,1,0,3,1,61,9,0,0,0,0,1,0,0,1
25,8,16,16,20,2,0,6,0,0,0,2,3,5,14,55,0,0,0,1,0,0,0,1
17,8,19,17,20,3,1,9,0,0,1,2,4,7,37,42,0,1,0,0,0,0,0,0
17,8,19,19,20,3,0,9,0,0,0,3,0,7,13,26,0,1,0,0,0,0,0,0
17,8,19,10,20,3,4,9,0,1,1,1,3,3,30,13,0,1,0,0,0,0,0,0
3,8,19,1,20,1,3,3,0,1,0,0,3,1,30,13,0,1,0,0,0,0,0,1
25,8,19,8,20,2,4,6,0,1,1,0,3,2,49,8,0,0,0,1,0,0,0,0
11,8,19,6,20,0,0,3,0,0,0,0,0,0,18,30,0,0,0,1,0,0,0,1
3,8,19,8,20,1,1,3,0,0,1,0,1,1,42,25,0,1,0,0,0,0,0,3
27,8,19,7,20,4,7,15,0,2,1,1,7,6,37,18,0,0,1,0,0,0,0,0
10,8,19,4,20,2,6,6,0,2,0,0,3,0,30,14,0,1,0,0,0,0,0,3
25,8,19,15,20,3,2,9,0,0,2,1,2,5,37,25,0,0,0,1,0,0,0,1
3,8,19,12,20,2,2,4,0,0,2,0,0,0,49,18,0,1,0,0,0,0,0,2
31,8,19,19,20,5,3,15,0,1,0,4,2,6,25,-11,0,1,0,0,0,0,0,0
31,8,19,14,20,5,5,15,0,1,2,2,5,7,30,49,0,1,0,0,0,0,0,4
24,8,19,14,20,4,3,12,0,0,3,1,3,4,55,8,0,1,0,0,0,0,0,0
24,8,19,12,20,4,6,12,0,1,3,0,2,1,68,30,0,1,0,0,0,0,0,0
31,8,19,20,20,5,0,15,0,0,0,5,0,9,35,15,0,1,0,0,0,0,0,0
24,8,19,10,20,4,6,12,0,2,0,2,5,4,30,49,0,1,0,0,0,0,0,0
31,8,19,9,20,5,7,15,0,2,1,2,4,5,42,25,0,1,0,0,0,0,0,2
31,8,19,18,20,5,4,15,0,1,1,3,6,11,30,13,0,1,0,0,0,0,0,1
26,8,14,20,20,3,0,9,0,0,0,3,2,8,30,8,0,0,0,0,1,0,0,0
10,8,19,17,20,2,0,6,0,0,0,2,0,2,25,13,0,1,0,0,0,0,0,3
26,9,20,14,20,7,8,21,1,2,2,3,4,9,37,37,0,0,0,0,0,0,1,1
29,9,16,1,20,7,21,21,1,7,0,0,24,6,85,13,0,0,0,1,0,0,0,3
14,9,19,9,20,4,6,12,0,1,3,0,3,2,62,27,0,1,0,0,0,0,0,0
28,9,19,18,20,7,6,21,1,1,3,3,8,9,73,18,0,1,0,0,0,0,0,0
25,9,18,12,20,6,7,18,0,2,1,3,8,9,64,27,0,0,0,0,0,1,0,1
23,9,20,5,20,5,10,18,0,3,1,1,14,7,68,42,0,0,0,0,1,0,0,2
29,9,19,19,20,7,5,21,1,1,2,4,7,12,17,68,0,0,0,1,0,0,0,1
22,9,16,17,20,5,5,15,0,1,2,2,5,8,18,46,0,0,0,1,0,0,0,1
2,9,20,11,20,3,4,12,0,1,1,1,7,5,61,13,0,0,0,0,1,0,0,3
30,9,19,5,20,8,14,24,4,4,2,2,19,13,30,40,0,0,0,0,1,0,0,0
23,9,16,19,20,5,4,15,0,1,1,3,6,10,55,18,0,0,0,0,1,0,0,3
15,9,16,9,20,4,6,13,0,2,0,2,4,2,82,7,0,0,0,1,0,0,0,2
15,9,19,14,20,5,5,15,0,1,2,2,6,6,26,26,0,0,0,1,0,0,0,1
25,9,18,15,20,6,7,18,0,2,1,3,4,8,40,30,0,0,0,0,0,1,0,2
16,9,14,13,20,4,6,15,0,2,0,2,3,5,0,27,0,0,0,0,1,0,0,0
1,9,19,3,20,3,7,9,0,2,1,0,6,1,25,15,0,0,0,1,0,0,0,0
29,9,19,20,20,7,1,21,1,0,1,6,4,17,18,55,0,0,0,1,0,0,0,1
26,9,18,4,20,6,11,18,0,3,2,1,6,4,30,50,0,0,0,0,0,0,1,2
26,9,18,4,20,7,13,21,1,4,1,2,11,6,34,17,0,0,0,0,0,0,1,0
1,9,19,17,20,3,2,9,0,0,2,1,2,5,13,58,0,0,0,1,0,0,0,2
1,9,19,11,20,3,4,9,0,1,1,1,3,3,27,16,0,0,0,1,0,0,0,1
29,9,19,10,20,7,10,21,1,3,1,3,10,11,55,37,0,0,0,1,0,0,0,0
22,9,19,11,20,5,7,15,0,2,1,2,4,7,34,42,0,0,0,1,0,0,0,0
22,9,19,18,20,5,4,15,0,1,1,3,7,8,27,37,0,0,0,1,0,0,0,1
28,9,19,12,20,8,10,21,3,2,4,2,6,6,46,46,0,1,0,0,0,0,0,1
22,9,19,4,20,5,10,15,0,3,1,1,6,7,26,34,0,0,0,1,0,0,0,0
15,9,14,11,20,6,9,18,0,3,0,3,6,5,30,13,0,0,0,1,0,0,0,0
28,9,19,11,20,8,11,21,3,3,2,3,10,12,16,16,0,1,0,0,0,0,0,1
28,9,19,10,20,8,11,21,3,3,2,3,12,14,80,11,0,1,0,0,0,0,0,1
21,9,19,18,20,7,5,21,0,1,2,4,4,9,73,9,0,1,0,0,0,0,0,0
14,9,19,8,20,6,9,18,0,2,3,1,5,3,63,16,0,1,0,0,0,0,0,1
28,9,19,14,20,8,9,21,3,3,0,5,6,8,26,8,0,1,0,0,0,0,0,0
14,9,19,5,20,6,11,18,0,3,2,1,9,7,51,37,0,1,0,0,0,0,0,1
