Day,Month,Hour,League_Rank,Total_teams,Games_played,Points,Max_points,Min_points,Won,Draw,Lost,Goals_Scored,Goals_Rec,Win_Perc,Draw_Perc,Status,Weekday_Fri,Weekday_Mon,Weekday_Sat,Weekday_Sun,Weekday_Thu,Weekday_Tue,Weekday_Wed,Goals
1,12,17,2,22,16,31,33,10,9,4,3,24,12,55,18,0,0,0,1,0,0,0,0,1
23,12,18,14,22,18,21,38,13,5,6,7,19,22,25,37,0,0,0,0,1,0,0,0,1
15,12,20,7,22,17,27,37,10,7,6,4,23,16,33,33,0,0,0,1,0,0,0,0,0
15,12,18,5,22,17,31,37,10,8,7,2,25,15,33,33,0,0,0,1,0,0,0,0,2
1,12,15,14,22,16,18,33,10,4,6,6,13,20,17,34,0,0,0,1,0,0,0,0,1
22,12,20,10,22,19,25,38,13,5,10,4,23,21,29,52,0,0,0,1,0,0,0,0,1
22,12,13,9,22,18,25,37,13,6,7,5,18,15,33,33,0,0,0,1,0,0,0,0,0
4,5,19,12,20,38,49,93,20,14,7,17,66,59,37,25,0,1,0,0,0,0,0,0,0
19,5,19,3,20,38,76,93,20,22,10,6,94,44,68,12,0,0,0,1,0,0,0,0,2
12,5,17,2,20,38,79,93,20,23,10,5,58,22,61,42,0,0,0,1,0,0,0,0,1
12,5,19,13,20,38,49,93,20,13,10,15,59,60,30,42,0,0,0,1,0,0,0,0,0
9,5,20,3,20,38,76,93,20,22,10,6,94,44,61,13,0,0,0,0,0,0,0,1,2
9,5,18,5,20,38,61,93,20,18,7,13,57,50,55,13,0,0,0,0,0,0,0,1,1
6,5,18,3,20,38,76,93,20,22,10,6,94,44,63,12,0,0,0,0,1,0,0,0,2
2,6,19,8,22,42,64,76,32,16,16,10,44,34,33,12,0,0,0,1,0,0,0,0,0
20,5,15,11,20,38,49,93,20,12,13,13,36,42,18,61,0,0,0,0,1,0,0,0,1
6,5,14,11,20,38,49,93,20,12,13,13,36,42,42,18,0,0,0,0,1,0,0,0,2
5,5,14,6,20,38,60,93,20,18,6,14,60,61,42,25,0,0,0,1,0,0,0,0,0
2,6,19,18,22,42,48,76,32,12,12,18,38,45,27,38,0,0,0,1,0,0,0,0,1
19,5,12,15,20,38,46,93,20,11,13,14,44,58,13,15,0,0,0,1,0,0,0,0,2
13,5,19,1,20,38,93,93,20,28,9,1,99,29,73,25,0,0,0,0,1,0,0,0,4
12,5,17,7,20,38,58,93,20,17,7,14,49,58,37,30,0,0,0,1,0,0,0,0,2
5,5,18,4,20,38,73,93,20,22,7,9,65,38,55,14,0,0,0,1,0,0,0,0,0
27,5,19,5,22,42,67,76,32,19,10,13,69,55,38,-11,0,0,0,0,1,0,0,0,2
5,5,16,4,22,42,71,76,32,21,8,13,60,40,38,38,0,0,0,1,0,0,0,0,1
18,8,17,11,20,0,0,3,0,0,0,0,0,0,42,13,0,0,0,1,0,0,0,0,1
20,8,19,12,20,0,0,3,0,0,0,0,0,0,61,9,0,0,1,0,0,0,0,0,1
19,8,21,11,20,0,0,3,0,0,0,0,0,0,42,42,0,0,0,0,1,0,0,0,0
18,8,19,17,20,0,0,3,0,0,0,0,0,0,42,8,0,0,0,1,0,0,0,0,2
31,8,21,6,20,2,4,6,0,1,1,0,4,3,37,30,0,1,0,0,0,0,0,0,1
24,8,19,16,20,1,0,3,0,0,0,1,1,2,37,42,0,1,0,0,0,0,0,0,0
18,8,21,21,22,1,0,3,0,0,0,1,0,1,33,33,0,0,0,1,0,0,0,0,3
15,9,12,15,20,3,3,9,1,1,0,2,3,5,30,37,0,0,0,1,0,0,0,0,1
22,9,19,5,20,5,8,12,1,2,2,1,5,3,39,47,0,0,0,1,0,0,0,0,0
15,9,15,1,20,4,9,9,1,3,0,1,12,3,73,25,0,0,0,1,0,0,0,0,2
26,9,21,2,20,5,13,13,1,4,1,0,12,3,71,33,0,0,0,0,0,0,0,1,0
15,9,19,2,20,4,10,12,1,3,1,0,10,2,61,6,0,0,0,1,0,0,0,0,1
29,9,15,15,20,5,6,13,4,1,3,1,7,9,18,55,0,0,0,1,0,0,0,0,1
1,9,19,15,20,2,1,6,0,0,1,1,3,4,30,42,0,0,0,1,0,0,0,0,1
16,9,19,10,20,3,4,12,1,1,1,1,2,2,37,42,0,0,0,0,1,0,0,0,2
1,9,17,8,20,2,4,6,0,1,1,0,2,1,25,42,0,0,0,1,0,0,0,0,0
30,9,18,20,20,6,4,14,4,1,1,4,6,11,18,18,0,0,0,0,1,0,0,0,0
24,9,20,4,22,5,11,15,3,3,2,0,9,2,73,0,0,0,1,0,0,0,0,0,1
23,9,15,17,20,4,3,13,1,0,3,1,3,5,37,15,0,0,0,0,1,0,0,0,0
15,9,17,14,20,3,4,9,1,1,1,1,1,3,68,18,0,0,0,1,0,0,0,0,0
29,9,17,6,20,6,10,13,4,3,1,2,13,6,37,29,0,0,0,1,0,0,0,0,3
26,9,21,7,20,6,9,13,3,2,3,1,11,9,59,26,0,0,0,0,0,0,0,1,1
26,9,19,7,20,6,8,13,3,2,2,2,5,3,17,34,0,0,0,0,0,0,0,1,3
28,9,20,5,20,7,11,13,4,3,2,2,8,6,22,22,0,1,0,0,0,0,0,0,2
27,9,19,17,20,6,4,13,4,1,1,4,9,13,44,22,0,0,0,0,0,1,0,0,1
23,9,11,14,20,4,4,12,2,1,1,2,4,4,51,15,0,0,0,0,1,0,0,0,6
2,9,19,4,20,2,4,9,0,1,1,0,4,1,49,9,0,0,0,0,1,0,0,0,0
23,9,19,11,20,3,5,13,1,1,2,0,5,4,63,24,0,0,0,0,1,0,0,0,2
2,9,11,16,20,2,1,9,0,0,1,1,1,3,49,18,0,0,0,0,1,0,0,0,2
28,9,20,10,22,7,8,15,3,2,2,3,9,8,78,13,0,1,0,0,0,0,0,0,2
16,9,15,7,20,3,4,12,1,1,1,1,6,4,41,35,0,0,0,0,1,0,0,0,0
29,9,12,16,20,6,5,13,4,0,5,1,4,6,55,16,0,0,0,1,0,0,0,0,1
25,9,19,11,20,5,7,13,1,2,1,2,5,6,24,31,0,0,0,0,0,0,1,0,0
1,9,18,4,22,3,5,7,0,1,2,0,5,3,24,9,0,0,0,1,0,0,0,0,1
29,9,19,17,22,7,6,15,3,1,3,3,4,7,42,34,0,0,0,1,0,0,0,0,0
